City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
289,Charters Towers,AU,2022-01-29 15:37:21,-20.1,146.2667,72.45,86,38,8.14
290,Kudahuvadhoo,MV,2022-01-29 15:37:21,2.6708,72.8944,81.39,65,87,6.42
291,Abay,KZ,2022-01-29 15:37:21,49.6311,72.8539,19.78,88,66,11.41
292,Chingirlau,KZ,2022-01-29 15:37:22,51.095,54.0814,3.09,98,60,5.1
293,Half Moon Bay,US,2022-01-29 15:37:22,37.4636,-122.4286,53.24,82,0,0.0
294,Asau,RO,2022-01-29 15:37:23,46.4333,26.4,31.12,84,52,5.08
295,Superior,US,2022-01-29 15:37:23,46.7208,-92.1041,13.77,75,75,0.0
296,Acapulco,MX,2022-01-29 15:37:24,16.8634,-99.8901,78.62,65,75,6.91
297,Manturovo,RU,2022-01-29 15:37:24,58.3353,44.7619,17.55,95,100,6.17
298,Coihaique,CL,2022-01-29 15:37:24,-45.5752,-72.0662,66.81,27,0,10.36
299,Varkkallai,IN,2022-01-29 15:37:25,8.7341,76.7067,83.98,71,25,4.16
300,Tambacounda,SN,2022-01-29 15:37:25,13.7539,-13.7586,100.08,7,62,6.62
301,West Wendover,US,2022-01-29 15:37:26,40.7391,-114.0733,28.45,43,0,1.61
302,Kamennomostskiy,RU,2022-01-29 15:37:26,44.2983,40.1856,25.72,88,29,6.4
303,Necochea,AR,2022-01-29 15:36:05,-38.5473,-58.7368,88.03,37,2,11.54
304,Inuvik,CA,2022-01-29 15:37:27,68.3499,-133.7218,-11.99,73,75,2.3
305,Kushima,JP,2022-01-29 15:37:27,31.4583,131.2333,44.11,65,97,6.71
306,Balkanabat,TM,2022-01-29 15:37:27,39.5108,54.3671,43.72,63,2,4.83
307,Hovd,MN,2022-01-29 15:37:28,48.0056,91.6419,-11.69,75,10,2.98
308,Milove,UA,2022-01-29 15:37:28,49.3787,40.1302,30.99,97,100,13.04
309,Tual,ID,2022-01-29 15:37:29,-5.6667,132.75,83.05,76,100,14.76
310,Kyabram,AU,2022-01-29 15:37:29,-36.3167,145.05,66.87,78,27,9.13
311,Ubon Ratchathani,TH,2022-01-29 15:37:29,15.1667,105.1667,87.03,37,37,4.61
312,Kijang,KR,2022-01-29 15:37:30,35.2442,129.2139,37.13,27,100,5.53
313,Gazojak,TM,2022-01-29 15:37:30,41.1875,61.4036,32.86,65,1,6.89
314,Mazatlan,MX,2022-01-29 15:34:49,23.2167,-106.4167,69.03,85,0,0.0
315,Victoria,HK,2022-01-29 15:33:14,22.2855,114.1577,64.26,87,85,3.0
316,Tucupita,VE,2022-01-29 15:37:31,9.0622,-62.051,86.88,46,76,4.52
317,Seoul,KR,2022-01-29 15:37:30,37.5683,126.9778,22.44,58,0,3.44
318,Piacabucu,BR,2022-01-29 15:37:32,-10.4056,-36.4344,83.79,66,92,11.27
319,Tura,IN,2022-01-29 15:38:32,25.5198,90.2201,54.05,52,0,2.73
320,Dawlatabad,AF,2022-01-29 15:38:33,36.4141,64.9053,44.08,62,56,8.61
321,College,US,2022-01-29 15:38:33,64.8569,-147.8028,-7.94,75,40,0.0
322,Cayenne,GF,2022-01-29 15:36:00,4.9333,-52.3333,86.04,71,100,4.0
323,Ujkigyos,HU,2022-01-29 15:38:33,46.5833,21.0333,39.34,53,20,7.81
324,Vardo,NO,2022-01-29 15:38:34,70.3705,31.1107,19.6,81,100,7.07
325,Kizilskoye,RU,2022-01-29 15:38:34,52.7255,58.8937,5.14,97,100,3.83
326,Kahului,US,2022-01-29 15:34:11,20.8947,-156.47,71.62,71,0,10.36
327,Porto Walter,BR,2022-01-29 15:38:35,-8.2686,-72.7439,86.49,61,99,4.18
328,Geraldton,AU,2022-01-29 15:38:35,-28.7667,114.6,74.12,78,4,4.61
329,Atessa,IT,2022-01-29 15:38:36,42.0693,14.4511,47.21,43,71,2.44
330,Price,US,2022-01-29 15:38:36,39.5994,-110.8107,24.4,73,0,3.44
331,Sosnovo-Ozerskoye,RU,2022-01-29 15:38:36,52.5249,111.5418,-22.77,100,75,3.51
332,Port Keats,AU,2022-01-29 15:38:37,-14.25,129.55,81.82,84,89,18.99
333,Cururupu,BR,2022-01-29 15:38:37,-1.8283,-44.8683,75.52,95,100,4.5
334,Miri,MY,2022-01-29 15:38:38,4.4148,114.0089,80.74,83,40,2.3
335,Leningradskiy,RU,2022-01-29 15:37:34,69.3833,178.4167,-3.21,84,84,4.52
336,Macau,MO,2022-01-29 15:37:05,22.2006,113.5461,63.07,72,40,12.66
337,Terney,RU,2022-01-29 15:38:39,45.0503,136.6092,1.74,74,21,9.95
338,Luderitz,NA,2022-01-29 15:38:39,-26.6481,15.1594,72.82,69,57,15.21
339,Stornoway,GB,2022-01-29 15:38:40,58.2093,-6.3865,42.93,77,75,7.0
340,Naranjito,EC,2022-01-29 15:38:40,-2.2167,-79.4833,78.42,85,100,1.01
341,Rawlins,US,2022-01-29 15:38:41,41.7911,-107.2387,35.82,28,0,12.66
342,Arica,CL,2022-01-29 15:38:41,-18.475,-70.3042,78.35,50,0,9.22
343,Pangnirtung,CA,2022-01-29 15:38:42,66.1451,-65.7125,-16.6,76,100,9.22
344,Ambon,ID,2022-01-29 15:38:42,-3.6954,128.1814,78.94,89,40,5.75
345,Ust-Maya,RU,2022-01-29 15:38:43,60.4167,134.5333,-32.89,100,98,0.43
346,Komsomolskiy,UZ,2022-01-29 15:38:43,40.4272,71.7189,38.12,87,75,2.3
347,Los Llanos De Aridane,ES,2022-01-29 15:38:44,28.6585,-17.9182,64.15,72,20,3.0
348,Tecoanapa,MX,2022-01-29 15:38:44,16.5167,-98.75,82.8,57,82,2.04
349,Mogocha,RU,2022-01-29 15:38:45,53.7333,119.7667,-12.12,97,5,4.09
350,Vanavara,RU,2022-01-29 15:38:45,60.34,102.2797,-2.04,98,100,3.83
351,Sayyan,YE,2022-01-29 15:38:46,15.1718,44.3244,58.48,40,7,1.7
352,Gazanjyk,TM,2022-01-29 15:38:46,39.2446,55.5154,42.22,68,5,8.66
353,Novobirilyussy,RU,2022-01-29 15:38:46,56.9514,90.6661,-6.5,98,67,4.12
354,Mutsu,JP,2022-01-29 15:38:47,41.2894,141.2169,26.01,68,75,11.5
355,Balagansk,RU,2022-01-29 15:38:47,54.0103,103.0544,-19.82,100,56,0.27
356,Maldonado,UY,2022-01-29 15:38:48,-34.6667,-54.9167,78.19,42,0,5.55
357,Santarem,BR,2022-01-29 15:37:02,-2.4431,-54.7083,77.13,94,75,10.36
358,Bronnoysund,NO,2022-01-29 15:38:48,65.4625,12.1997,35.6,93,75,8.05
359,Chittaurgarh,IN,2022-01-29 15:38:49,24.8833,74.6333,60.67,29,0,3.0
360,Kysyl-Syr,RU,2022-01-29 15:38:49,63.8986,122.7617,-11.63,100,100,4.61
361,Podhum,BA,2022-01-29 15:38:49,43.7231,17.0011,43.36,66,75,6.35
362,Pisco,PE,2022-01-29 15:38:50,-13.7,-76.2167,73.02,73,75,4.61
363,Niamey,NE,2022-01-29 15:39:50,13.5137,2.1098,88.09,6,3,12.66
364,Chuy,UY,2022-01-29 15:39:51,-33.6971,-53.4616,74.86,59,43,8.16
365,Manggar,ID,2022-01-29 15:39:51,-2.8833,108.2667,79.14,79,100,5.41
366,Kloulklubed,PW,2022-01-29 15:39:51,7.0419,134.2556,77.5,78,99,7.87
367,Thompson,CA,2022-01-29 15:39:33,55.7435,-97.8558,-11.04,77,20,2.3
368,Bosaso,SO,2022-01-29 15:39:52,11.2842,49.1816,75.79,65,100,9.42
369,Garissa,KE,2022-01-29 15:39:53,-0.4536,39.6401,91.44,29,38,8.3
370,Banjarmasin,ID,2022-01-29 15:39:53,-3.3244,114.591,78.94,84,100,2.13
371,Springfield,US,2022-01-29 15:39:54,37.2153,-93.2982,35.19,62,0,5.99
372,Moron,AR,2022-01-29 15:39:54,-34.6534,-58.6198,84.02,54,4,6.24
373,Leninskoye,KZ,2022-01-29 15:39:55,41.7589,69.3864,39.13,76,54,2.51
374,La Ronge,CA,2022-01-29 15:39:55,55.1001,-105.2842,-6.21,99,98,0.47
375,Presidente Dutra,BR,2022-01-29 15:39:55,-5.29,-44.49,73.9,86,100,5.17
376,Mareeba,AU,2022-01-29 15:39:56,-17.0,145.4333,72.32,98,100,1.61
377,Provideniya,RU,2022-01-29 15:39:56,64.3833,-173.3,1.51,91,8,4.56
378,Saint-Georges,GD,2022-01-29 15:38:11,12.0564,-61.7485,87.48,55,20,11.5
379,Atasu,KZ,2022-01-29 15:39:57,48.6814,71.6433,17.85,96,97,6.93
380,Lodwar,KE,2022-01-29 15:35:28,3.1191,35.5973,93.45,18,0,8.95
381,Sao Lourenco Do Oeste,BR,2022-01-29 15:39:58,-26.3592,-52.8511,70.7,89,100,4.5
382,Guerrero Negro,MX,2022-01-29 15:39:58,27.9769,-114.0611,62.64,41,2,2.46
383,Tornio,FI,2022-01-29 15:39:58,65.8481,24.1466,21.22,95,100,11.65
384,Tanabe,JP,2022-01-29 15:39:59,33.7333,135.3667,41.43,75,89,10.4
385,Kemijarvi,FI,2022-01-29 15:39:59,66.7131,27.4306,13.17,96,100,4.99
386,Rio Cuarto,AR,2022-01-29 15:40:00,-33.1307,-64.3499,85.68,50,0,14.97
387,Petapa,GT,2022-01-29 15:40:00,14.5028,-90.5517,63.75,88,75,11.5
388,Orange Cove,US,2022-01-29 15:40:01,36.6244,-119.3137,43.48,46,96,2.75
389,Buala,SB,2022-01-29 15:40:01,-8.145,159.5921,79.9,81,100,6.17
390,Kampot,KH,2022-01-29 15:40:02,10.6167,104.1833,80.65,85,95,6.87
391,Eyl,SO,2022-01-29 15:40:02,7.9803,49.8164,76.26,68,100,23.26
392,Ust-Ishim,RU,2022-01-29 15:40:03,57.6935,71.1665,8.94,96,100,5.44
393,Buchanan,LR,2022-01-29 15:40:03,5.8808,-10.0467,89.56,69,66,10.78
394,Savonlinna,FI,2022-01-29 15:40:04,61.8699,28.88,25.25,80,0,16.11
395,Pyaozerskiy,RU,2022-01-29 15:40:04,65.8333,31.1667,18.77,93,100,7.58
396,Sinazongwe,ZM,2022-01-29 15:40:05,-17.2614,27.4618,80.78,75,70,7.29
397,La Union,PE,2022-01-29 15:40:05,-5.4,-80.75,82.08,51,99,4.03
398,Mahebourg,MU,2022-01-29 15:40:05,-20.4081,57.7,82.69,78,40,9.22
399,Lorengau,PG,2022-01-29 15:40:06,-2.0226,147.2712,80.55,80,100,10.38
400,Vizinga,RU,2022-01-29 15:40:07,61.0749,50.1031,15.93,94,100,7.74
401,Ingleside,US,2022-01-29 15:36:26,27.8778,-97.2117,53.96,64,0,0.0
402,Almeirim,BR,2022-01-29 15:40:08,-1.5233,-52.5817,73.71,97,100,3.87
403,La Palma,US,2022-01-29 15:40:08,33.8464,-118.0467,62.73,27,75,0.0
404,Pacific Grove,US,2022-01-29 15:40:03,36.6177,-121.9166,57.42,51,0,1.01
405,Ponta Delgada,PT,2022-01-29 15:40:09,37.7333,-25.6667,63.5,59,20,11.5
406,Kenai,US,2022-01-29 15:41:09,60.5544,-151.2583,20.08,92,20,0.0
407,Kamien Pomorski,PL,2022-01-29 15:41:10,53.9685,14.7726,46.94,85,100,29.08
408,Lalganj,IN,2022-01-29 15:41:10,25.8667,85.1833,51.75,66,0,7.27
409,Emerald,AU,2022-01-29 15:37:18,-23.5333,148.1667,77.14,65,28,10.36
410,Trairi,BR,2022-01-29 15:41:11,-3.2778,-39.2689,84.97,59,98,8.08
411,San Quintin,MX,2022-01-29 15:41:11,30.4833,-115.95,61.43,35,35,1.74
412,Comodoro Rivadavia,AR,2022-01-29 15:38:01,-45.8667,-67.5,85.86,11,0,19.57
413,Saint-Pierre,RE,2022-01-29 15:41:12,-21.3393,55.4781,80.28,78,75,13.8
414,Conde,BR,2022-01-29 15:41:12,-7.2597,-34.9075,83.66,65,75,4.61
415,Huarmey,PE,2022-01-29 15:41:12,-10.0681,-78.1522,74.8,73,96,10.16
416,Thai Binh,VN,2022-01-29 15:41:13,20.45,106.3333,59.0,88,100,8.5
417,Gandajika,CD,2022-01-29 15:41:13,-6.75,23.95,73.35,88,100,0.94
418,Loveland,US,2022-01-29 15:41:14,40.3978,-105.075,43.93,51,2,1.01
419,Nizhniy Kuranakh,RU,2022-01-29 15:41:14,58.8353,125.4869,-7.17,98,100,4.68
420,Bangassou,CF,2022-01-29 15:41:15,4.7413,22.8184,92.3,15,4,3.44
421,Zverinogolovskoye,RU,2022-01-29 15:41:15,54.4586,64.8542,7.66,90,100,4.68
422,Pueblo Nuevo,MX,2022-01-29 15:41:15,23.3833,-105.3833,60.73,33,0,1.3
423,Clyde River,CA,2022-01-29 15:41:12,70.4692,-68.5914,-5.57,77,100,4.61
424,Port-Gentil,GA,2022-01-29 15:41:16,-0.7193,8.7815,85.96,74,40,10.36
425,Villazon,BO,2022-01-29 15:41:17,-22.0866,-65.5942,61.57,47,48,4.63
426,Hambantota,LK,2022-01-29 15:41:17,6.1241,81.1185,79.14,100,20,3.44
427,Monterey,US,2022-01-29 15:41:17,36.2505,-121.2516,48.4,46,100,1.14
428,Harper,LR,2022-01-29 15:41:18,4.375,-7.7169,84.65,67,82,10.71
429,Cabo San Lucas,MX,2022-01-29 15:36:57,22.8909,-109.9124,71.51,73,0,4.61
430,Puerto Rondon,CO,2022-01-29 15:41:18,6.2805,-71.1,92.28,34,16,11.95
431,Caravelas,BR,2022-01-29 15:41:19,-17.7125,-39.2481,87.94,56,40,10.69
432,Goderich,CA,2022-01-29 15:41:19,43.7501,-81.7165,9.91,85,37,9.22
433,Verkhoyansk,RU,2022-01-29 15:41:19,67.5447,133.385,-32.73,100,100,2.33
434,Sioux Lookout,CA,2022-01-29 15:38:58,50.1001,-91.917,1.78,85,100,4.61
435,Te Anau,NZ,2022-01-29 15:41:20,-45.4167,167.7167,55.65,85,100,3.76
436,Herat,AF,2022-01-29 15:41:20,34.5,62.0,43.21,55,0,2.06
437,Nizhnyaya Omka,RU,2022-01-29 15:41:21,55.4338,74.9426,2.32,88,100,7.23
438,Kuusamo,FI,2022-01-29 15:41:21,65.9667,29.1833,15.84,92,100,8.05
439,Praia,CV,2022-01-29 15:41:22,14.9215,-23.5087,73.94,56,75,20.71
440,Deputatskiy,RU,2022-01-29 15:41:22,69.3,139.9,-16.73,89,99,1.68
441,Jabinyanah,TN,2022-01-29 15:41:22,35.035,10.9081,62.4,56,32,14.97
442,Hami,CN,2022-01-29 15:41:23,42.8,93.45,22.69,49,2,5.88
443,Shingu,JP,2022-01-29 15:41:23,33.7333,135.9833,40.08,74,100,6.13
444,Shinshiro,JP,2022-01-29 15:41:24,34.9,137.5,43.97,56,93,10.67
445,Tokonou,GN,2022-01-29 15:41:24,9.65,-9.7833,96.39,11,7,5.59
446,Korla,CN,2022-01-29 15:41:24,41.7597,86.1469,24.37,57,98,6.26
447,Kerema,PG,2022-01-29 15:41:25,-7.9631,145.7785,76.89,84,99,3.38
448,Sorong,ID,2022-01-29 15:41:25,-0.8833,131.25,81.5,77,91,10.8
449,Astrea,CO,2022-01-29 15:41:26,9.4983,-73.9759,90.86,46,54,2.26
450,Anda,CN,2022-01-29 15:41:26,46.4,125.3167,-1.19,89,56,7.43
451,Koutiala,ML,2022-01-29 15:41:26,12.3917,-5.4642,95.52,9,3,12.12
452,Kerrville,US,2022-01-29 15:41:23,30.0474,-99.1403,51.53,30,48,9.22
453,Bure,ET,2022-01-29 15:42:27,10.7,37.0667,67.41,42,43,4.79
454,Vila,PT,2022-01-29 15:42:27,42.0304,-8.1588,56.7,22,1,2.89
455,Ola,RU,2022-01-29 15:42:28,59.5833,151.2833,12.33,79,100,15.82
456,Cootamundra,AU,2022-01-29 15:42:28,-34.65,148.0333,68.61,85,2,13.06
457,Floro,NO,2022-01-29 15:42:29,61.5996,5.0328,39.16,70,75,29.93
458,Boundiali,CI,2022-01-29 15:42:29,9.5217,-6.4869,97.61,9,5,7.63
459,Ahipara,NZ,2022-01-29 15:42:30,-35.1667,173.1667,59.02,89,98,6.49
460,Mariestad,SE,2022-01-29 15:42:30,58.7097,13.8237,45.09,95,100,23.06
461,Prince Rupert,CA,2022-01-29 15:42:30,54.3161,-130.3201,42.89,81,100,21.85
462,Sangrur,IN,2022-01-29 15:42:31,30.2333,75.8333,49.8,74,0,7.09
463,Xiaoshan,CN,2022-01-29 15:42:31,30.1675,120.2588,35.46,93,75,8.95
464,Saint Simons,US,2022-01-29 15:42:32,31.1352,-81.3901,41.02,44,0,14.97
465,Luba,GQ,2022-01-29 15:42:32,3.4568,8.5547,87.69,76,54,9.91
466,Camabatela,AO,2022-01-29 15:42:32,-8.1881,15.375,68.49,92,100,3.38
467,Taltal,CL,2022-01-29 15:41:01,-25.4,-70.4833,68.58,70,8,6.82
468,Sola,VU,2022-01-29 15:42:33,-13.8833,167.55,79.47,83,75,0.0
469,Xilopolis,GR,2022-01-29 15:42:33,40.9271,23.1794,41.79,60,62,2.53
470,Nichinan,JP,2022-01-29 15:42:34,31.6,131.3667,43.75,64,98,4.25
471,Taraz,KZ,2022-01-29 15:42:34,42.9,71.3667,36.01,69,100,11.18
472,Ordu,TR,2022-01-29 15:42:35,40.9086,37.6845,30.7,86,89,6.29
473,Ixtapa,MX,2022-01-29 15:42:35,20.7,-105.2,61.83,88,0,3.44
474,Gasa,PS,2022-01-29 15:38:30,31.5,34.4667,55.38,68,6,1.9
475,Nemuro,JP,2022-01-29 15:42:36,43.3236,145.575,20.52,67,22,19.57
476,Mazamari,PE,2022-01-29 15:42:36,-11.3258,-74.5308,73.78,96,100,2.35
477,Bolgatanga,GH,2022-01-29 15:42:37,10.7856,-0.8514,96.46,9,16,9.37
478,Bac Lieu,VN,2022-01-29 15:42:37,9.285,105.7244,76.82,82,43,6.62
479,Olafsvik,IS,2022-01-29 15:42:38,64.8945,-23.7142,35.89,84,97,21.45
480,Yarkovo,RU,2022-01-29 15:42:38,57.4028,67.0786,9.81,96,100,4.36
481,Sangar,RU,2022-01-29 15:42:38,63.9242,127.4739,-33.34,99,62,2.26
482,Massakory,TD,2022-01-29 15:42:39,12.996,15.7293,81.39,9,5,13.76
483,Vagur,FO,2022-01-29 15:42:39,61.4732,-6.8119,38.28,64,36,42.95
484,Gadwal,IN,2022-01-29 15:42:40,16.2333,77.8,71.76,25,0,6.33
485,Ciudad Bolivar,VE,2022-01-29 15:42:40,8.1222,-63.5497,88.77,35,64,9.66
486,Resistencia,AR,2022-01-29 15:37:56,-27.4606,-58.9839,89.1,42,0,9.22
487,Benguela,AO,2022-01-29 15:42:41,-12.5763,13.4055,80.96,73,69,9.33
488,Ucluelet,CA,2022-01-29 15:42:41,48.9329,-125.5528,43.09,88,100,8.52
489,Ilula,TZ,2022-01-29 15:42:41,-7.6766,36.0366,63.82,97,98,2.3
490,Burnie,AU,2022-01-29 15:42:42,-41.0667,145.9167,61.95,97,97,6.17
491,Pravokubanskiy,RU,2022-01-29 15:42:42,43.9172,41.8841,26.29,82,100,5.77
492,Manokwari,ID,2022-01-29 15:42:42,-0.8667,134.0833,78.06,77,99,5.73
493,Rongcheng,CN,2022-01-29 15:42:43,30.634,117.8517,34.32,98,100,3.36
494,Hinton,CA,2022-01-29 15:42:43,53.4001,-117.5857,15.84,79,74,7.38
495,Toktogul,KG,2022-01-29 15:42:44,41.8708,72.9402,27.19,82,92,1.25
496,Smithers,CA,2022-01-29 15:42:44,54.7804,-127.1743,34.12,80,100,8.05
497,Kaputa,ZM,2022-01-29 15:42:44,-8.4689,29.6619,74.08,79,100,0.67
498,Yankton,US,2022-01-29 15:42:45,42.8711,-97.3973,31.12,93,0,4.61
499,Lethem,GY,2022-01-29 15:43:45,3.3803,-59.7968,90.73,36,100,11.41
500,Alta Floresta,BR,2022-01-29 15:43:46,-9.8756,-56.0861,82.22,74,75,9.22
501,San Felipe,VE,2022-01-29 15:43:46,10.3399,-68.7425,83.88,56,60,8.01
502,Kavieng,PG,2022-01-29 15:43:47,-2.5744,150.7967,81.18,74,92,3.04
503,Rezina,MD,2022-01-29 15:43:47,47.7492,28.9622,27.46,80,55,9.66
504,Pankrushikha,RU,2022-01-29 15:43:47,53.8319,80.3406,1.44,93,38,7.34
505,Iwanai,JP,2022-01-29 15:43:48,42.9744,140.5089,18.84,74,100,19.04
506,Ipswich,GB,2022-01-29 15:43:48,52.0592,1.1555,56.34,69,75,18.41
507,Belaya Gora,RU,2022-01-29 15:43:49,68.5333,146.4167,-16.11,100,100,2.75
508,Jalpan,MX,2022-01-29 15:43:49,21.2333,-99.4833,47.73,97,100,2.24
509,Gualaceo,EC,2022-01-29 15:43:49,-2.9,-78.7833,67.66,62,100,2.86
510,Rio Gallegos,AR,2022-01-29 15:43:50,-51.6226,-69.2181,68.05,37,0,6.91
511,Veraval,IN,2022-01-29 15:43:50,20.9,70.3667,70.23,55,0,7.54
512,Samur,RU,2022-01-29 15:43:50,41.8253,48.486,38.14,81,22,4.74
513,Stepnyak,KZ,2022-01-29 15:43:51,52.8339,70.7803,-2.11,89,41,5.7
514,Baglan,AF,2022-01-29 15:43:51,36.1307,68.7083,42.4,82,34,2.33
515,Bambanglipuro,ID,2022-01-29 15:43:52,-7.95,110.2833,77.38,89,100,3.38
516,Itarema,BR,2022-01-29 15:43:52,-2.9248,-39.9167,83.37,61,99,9.91
517,Atambua,ID,2022-01-29 15:43:53,-9.1061,124.8925,74.66,89,100,5.91
518,Huilong,CN,2022-01-29 15:43:53,31.8111,121.655,39.04,73,100,9.24
519,Kaeo,NZ,2022-01-29 15:43:53,-35.1,173.7833,65.32,75,98,7.99
520,Lilongwe,MW,2022-01-29 15:43:54,-13.9669,33.7873,68.2,94,75,0.0
521,Hauterive,FR,2022-01-29 15:43:54,46.0901,3.4459,40.01,79,80,1.97
522,Zima,RU,2022-01-29 15:43:55,53.9202,102.0442,-20.09,100,68,1.63
523,Waingapu,ID,2022-01-29 15:43:55,-9.6567,120.2641,79.32,82,100,8.86
524,Lipari,IT,2022-01-29 15:43:55,38.4674,14.954,52.56,45,31,21.18
525,Dunda,TZ,2022-01-29 15:43:56,-8.1167,34.25,68.14,91,98,5.86
526,Acarau,BR,2022-01-29 15:43:56,-2.8856,-40.12,82.85,64,99,10.04
527,Novikovo,RU,2022-01-29 15:43:57,51.1537,37.8879,28.18,99,99,4.56
528,Luanda,AO,2022-01-29 15:42:09,-8.8368,13.2343,82.4,78,75,9.22
529,Nioro,GM,2022-01-29 15:43:57,13.35,-15.75,96.98,10,68,8.25
530,Manaia,NZ,2022-01-29 15:43:58,-39.55,174.1333,57.07,92,5,7.92
531,San Martin,AR,2022-01-29 15:43:58,-33.081,-68.4681,81.14,36,0,7.54
532,Morada Nova,BR,2022-01-29 15:43:59,-5.1067,-38.3725,88.18,48,100,4.81
533,Ust-Omchug,RU,2022-01-29 15:43:59,61.15,149.6333,-5.31,98,94,6.55
534,Vila Velha,BR,2022-01-29 15:43:59,-20.3297,-40.2925,89.55,67,20,11.99
535,Sonoita,MX,2022-01-29 15:44:00,31.85,-112.8333,49.53,29,7,5.37
536,San Francisco,US,2022-01-29 15:43:01,37.7749,-122.4194,53.31,83,75,1.01
537,Kangaatsiaq,GL,2022-01-29 15:44:00,68.3065,-53.4641,7.3,80,98,17.29
538,Alofi,NU,2022-01-29 15:44:01,-19.0595,-169.9187,71.49,100,96,0.0
539,Kishtwar,IN,2022-01-29 15:44:01,33.3167,75.7667,35.2,73,1,6.98
540,Tommot,RU,2022-01-29 15:44:02,58.9564,126.2925,-4.95,95,100,8.39
541,Salta,AR,2022-01-29 15:42:24,-24.7859,-65.4117,75.58,57,40,4.0
542,Labuhan,ID,2022-01-29 15:44:02,-6.8844,112.2051,77.9,87,100,3.44
543,Miandrivazo,MG,2022-01-29 15:44:03,-19.5167,45.4667,84.61,64,39,5.32
544,Borogontsy,RU,2022-01-29 15:44:04,62.6683,131.1683,-36.36,100,41,0.69
545,Berdigestyakh,RU,2022-01-29 15:44:04,62.0989,126.6992,-23.15,100,100,2.62
546,Presidente Epitacio,BR,2022-01-29 15:43:36,-21.7633,-52.1156,81.27,75,90,10.85
547,Nokia,FI,2022-01-29 15:45:04,61.4667,23.5,31.98,95,100,1.01
548,Port-Cartier,CA,2022-01-29 15:45:05,50.0334,-66.8654,0.75,76,88,4.92
549,Marienburg,PL,2022-01-29 15:45:05,54.0359,19.0266,38.86,92,100,21.63
550,Tateyama,JP,2022-01-29 15:43:28,34.9833,139.8667,42.06,75,20,6.91
551,Jiamusi,CN,2022-01-29 15:45:06,46.8333,130.35,-4.68,91,93,6.02
552,Moyobamba,PE,2022-01-29 15:45:06,-6.05,-76.9667,78.82,64,100,3.67
