City_ID,City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
889,889,Riwaka,NZ,2022-02-01 20:50:08,-41.0833,173.0,70.02,95,100,8.21,light rain
894,894,Maridi,SS,2022-02-01 20:53:23,4.9158,29.4742,74.39,25,100,3.51,overcast clouds
896,896,Gore,NZ,2022-02-01 20:53:23,-46.1028,168.9436,73.22,67,100,7.05,overcast clouds
899,899,Zambezi,ZM,2022-02-01 20:53:25,-13.5432,23.1047,67.44,86,100,1.88,overcast clouds
912,912,Karachi,PK,2022-02-01 20:53:30,24.9056,67.0822,69.62,83,1,5.75,smoke
913,913,Gidam,IN,2022-02-01 20:53:30,18.9833,81.4,59.27,40,0,2.15,clear sky
916,916,Nicosia,CY,2022-02-01 20:54:32,35.1667,33.3667,57.29,87,40,3.44,scattered clouds
919,919,Sawakin,SD,2022-02-01 20:54:33,19.1059,37.3321,69.13,63,15,7.29,few clouds
929,929,Tarija,BO,2022-02-01 20:54:37,-21.5355,-64.7296,69.71,60,100,4.61,overcast clouds
933,933,Madiun,ID,2022-02-01 20:54:38,-7.6298,111.5239,73.42,94,48,1.99,scattered clouds
934,934,Gao,ML,2022-02-01 20:54:39,16.6362,1.637,68.07,10,66,9.62,broken clouds
935,935,Alto Araguaia,BR,2022-02-01 20:53:09,-17.3147,-53.2153,72.03,92,97,6.35,overcast clouds
939,939,Bogale,MM,2022-02-01 20:53:27,16.2833,95.4,61.95,62,36,5.99,scattered clouds
944,944,Banikoara,BJ,2022-02-01 20:54:42,11.2985,2.4386,72.14,14,8,5.57,clear sky
945,945,Iranshahr,IR,2022-02-01 20:54:43,27.2025,60.6848,61.14,51,0,0.0,clear sky
947,947,Quang Ngai,VN,2022-02-01 20:52:54,15.1167,108.8,69.53,91,99,5.3,overcast clouds
953,953,Nguru,NG,2022-02-01 20:54:47,12.8791,10.4526,63.63,14,1,8.55,clear sky
954,954,Alice Springs,AU,2022-02-01 20:54:47,-23.7,133.8833,71.15,100,100,9.22,moderate rain
957,957,Broken Hill,AU,2022-02-01 20:54:48,-31.95,141.4333,58.71,58,40,21.85,scattered clouds
958,958,Keelung,TW,2022-02-01 20:54:49,25.1283,121.7419,60.94,91,100,12.19,overcast clouds
962,962,Dong Hoi,VN,2022-02-01 20:55:51,17.4833,106.6,63.52,88,100,8.25,overcast clouds
973,973,Sangmelima,CM,2022-02-01 20:55:55,2.9333,11.9833,73.47,59,84,3.85,broken clouds
976,976,Warrnambool,AU,2022-02-01 20:55:57,-38.3833,142.4833,55.81,55,68,12.95,broken clouds
978,978,Matongo,TZ,2022-02-01 20:55:58,-2.3833,34.0833,62.82,92,95,3.96,light rain
981,981,Saint Pete Beach,US,2022-02-01 20:55:59,27.7253,-82.7412,75.25,43,16,3.0,few clouds
982,982,Mangrol,IN,2022-02-01 20:56:00,21.1167,70.1167,69.48,66,3,7.49,clear sky
983,983,Bryan,US,2022-02-01 20:56:00,30.6744,-96.37,68.09,79,100,3.44,overcast clouds
984,984,Daoukro,CI,2022-02-01 20:56:01,7.0591,-3.9631,74.71,17,85,2.28,overcast clouds
985,985,Kariba,ZW,2022-02-01 20:56:01,-16.5167,28.8,70.5,89,1,4.32,clear sky
988,988,Marsh Harbour,BS,2022-02-01 20:54:24,26.5412,-77.0636,68.14,54,100,15.05,overcast clouds
990,990,Natchitoches,US,2022-02-01 20:56:03,31.7668,-93.1335,65.35,82,100,14.97,overcast clouds
991,991,Akaltara,IN,2022-02-01 20:56:03,22.0167,82.4333,59.67,38,1,3.78,clear sky
992,992,Hima,UG,2022-02-01 20:56:04,0.2958,30.1804,69.55,65,94,1.52,overcast clouds
993,993,Chipinge,ZW,2022-02-01 20:56:04,-20.1883,32.6236,63.73,78,0,4.72,clear sky
1002,1002,Surt,LY,2022-02-01 20:57:08,31.2089,16.5887,56.62,52,45,23.98,scattered clouds
1005,1005,Ambon,ID,2022-02-01 20:57:09,-3.6954,128.1814,75.34,94,40,5.75,scattered clouds
1006,1006,Suclayin,PH,2022-02-01 20:57:09,15.7568,121.5503,71.02,91,81,5.99,light rain
1008,1008,Pimenta Bueno,BR,2022-02-01 20:56:07,-11.6725,-61.1936,75.51,95,93,2.75,overcast clouds
1013,1013,Kadiri,IN,2022-02-01 20:57:12,14.1167,78.1667,68.54,65,5,4.99,clear sky
1016,1016,Matao,BR,2022-02-01 20:57:13,-21.6033,-48.3658,70.65,94,99,4.74,overcast clouds
1019,1019,Sur,OM,2022-02-01 20:57:14,22.5667,59.5289,72.45,67,5,1.61,clear sky
1021,1021,Beloha,MG,2022-02-01 20:54:05,-25.1667,45.05,73.26,82,0,18.9,clear sky
1024,1024,Bacolod,PH,2022-02-01 20:57:16,10.6667,122.95,75.87,86,100,8.7,overcast clouds
1025,1025,Calatayud,ES,2022-02-01 20:57:17,41.3535,-1.6432,55.98,82,0,1.95,clear sky
1026,1026,Riberalta,BO,2022-02-01 20:57:17,-10.9833,-66.1,71.8,100,100,13.8,heavy intensity rain
1027,1027,Kamphaeng Phet,TH,2022-02-01 20:57:17,16.25,99.5,69.85,42,74,3.74,broken clouds
1031,1031,Mafeteng,LS,2022-02-01 20:57:19,-29.823,27.2374,61.43,84,91,3.11,overcast clouds
1033,1033,Barcelos,PT,2022-02-01 20:57:20,41.5388,-8.6151,62.74,72,0,5.73,clear sky
1042,1042,Empalme,MX,2022-02-01 20:57:23,27.9667,-110.8167,72.36,33,90,10.71,overcast clouds
1043,1043,Ndele,CF,2022-02-01 20:57:24,8.4109,20.6473,73.76,19,92,3.85,overcast clouds
1047,1047,Quata,BR,2022-02-01 20:57:26,-22.2475,-50.6983,73.4,88,100,4.23,heavy intensity rain
1053,1053,Kindu,CD,2022-02-01 20:58:28,-2.95,25.95,71.15,87,100,0.69,overcast clouds
1055,1055,Katsina,NG,2022-02-01 20:58:28,12.9894,7.6006,63.07,16,0,8.57,clear sky
1056,1056,Copperas Cove,US,2022-02-01 20:58:29,31.1241,-97.9031,65.55,75,100,0.0,overcast clouds
1058,1058,Mareeba,AU,2022-02-01 20:58:30,-17.0,145.4333,74.44,96,82,3.47,broken clouds
1059,1059,Darnah,LY,2022-02-01 20:58:30,32.767,22.6367,55.65,58,100,20.24,overcast clouds
1066,1066,Narrabri,AU,2022-02-01 20:58:33,-30.3167,149.7833,71.53,95,100,1.01,light rain
1067,1067,Plettenberg Bay,ZA,2022-02-01 20:58:34,-34.0527,23.3716,73.54,86,56,3.74,broken clouds
1079,1079,Bilma,NE,2022-02-01 20:58:20,18.6853,12.9164,58.78,20,0,6.55,clear sky
1080,1080,Port Hueneme,US,2022-02-01 20:58:39,34.1478,-119.1951,68.45,61,100,4.61,overcast clouds
1086,1086,Birao,CF,2022-02-01 20:58:42,10.2849,22.7882,67.95,21,39,5.86,scattered clouds
1090,1090,Doha,QA,2022-02-01 20:58:43,25.2867,51.5333,64.38,82,0,14.97,clear sky
1093,1093,Martapura,ID,2022-02-01 20:55:28,-3.4167,114.85,75.29,100,100,2.3,overcast clouds
1094,1094,Caluquembe,AO,2022-02-01 20:59:45,-13.7833,14.6833,60.1,57,100,5.77,overcast clouds
1104,1104,Danane,CI,2022-02-01 20:59:48,7.2596,-8.155,71.91,22,100,1.3,overcast clouds
1107,1107,Miami Beach,US,2022-02-01 20:55:46,25.7906,-80.1301,73.42,56,100,3.0,overcast clouds
1110,1110,Abu Dhabi,AE,2022-02-01 20:59:50,24.4667,54.3667,69.91,84,0,1.14,clear sky
1111,1111,Liwale,TZ,2022-02-01 20:59:51,-9.7667,37.9333,69.03,97,11,1.03,light rain
1112,1112,Tecolutla,MX,2022-02-01 20:59:51,20.4833,-97.0167,74.28,73,46,8.55,scattered clouds
1120,1120,Barmer,IN,2022-02-01 20:59:54,25.75,71.3833,63.99,22,0,1.72,clear sky
1121,1121,Brownwood,US,2022-02-01 20:59:32,31.7093,-98.9912,70.92,45,0,11.5,clear sky
1124,1124,Santa,PH,2022-02-01 20:59:56,17.486,120.4348,71.37,81,5,4.9,clear sky
1127,1127,Diamantino,BR,2022-02-01 20:59:57,-14.4086,-56.4461,75.6,88,86,6.82,overcast clouds
1129,1129,Gainesville,US,2022-02-01 20:59:30,29.6516,-82.3248,71.78,46,20,1.01,few clouds
1131,1131,Ouadda,CF,2022-02-01 20:59:58,8.0777,22.4007,68.81,26,43,4.32,scattered clouds
1133,1133,Camana,PE,2022-02-01 20:59:59,-16.6228,-72.7111,73.92,75,74,9.71,broken clouds
1137,1137,Las Vegas,US,2022-02-01 20:59:08,36.175,-115.1372,62.11,20,38,10.0,scattered clouds
1155,1155,Maradi,NE,2022-02-01 21:01:09,13.5,7.1017,63.37,15,1,9.26,clear sky
1160,1160,Mmabatho,ZA,2022-02-01 21:01:11,-25.85,25.6333,74.34,53,96,8.41,overcast clouds
1164,1164,Manado,ID,2022-02-01 21:01:12,1.487,124.8455,75.97,100,40,1.14,scattered clouds
1165,1165,Pansemal,IN,2022-02-01 21:01:13,21.65,74.7,68.65,46,2,2.77,clear sky
1168,1168,Turbat,PK,2022-02-01 21:01:14,26.0023,63.044,69.58,48,0,2.73,clear sky
1169,1169,Carahue,CL,2022-02-01 21:01:15,-38.7,-73.1667,70.41,55,0,8.77,clear sky
1172,1172,Half Moon Bay,US,2022-02-01 20:58:21,37.4636,-122.4286,62.19,34,0,4.0,clear sky
1173,1173,Taylor,US,2022-02-01 21:01:16,32.3001,-99.8337,71.42,42,0,8.01,clear sky
1176,1176,Minas Novas,BR,2022-02-01 21:01:17,-17.2186,-42.5903,75.02,88,100,2.08,moderate rain
1179,1179,Uvira,CD,2022-02-01 21:01:19,-3.4067,29.1458,71.67,86,100,2.68,overcast clouds
1180,1180,Marzuq,YE,2022-02-01 21:01:19,14.4,46.4667,63.43,78,53,4.56,broken clouds
1182,1182,Muyinga,BI,2022-02-01 21:01:20,-2.8333,30.3333,58.91,91,100,2.33,overcast clouds
1183,1183,Potiskum,NG,2022-02-01 21:01:20,11.7091,11.0694,62.96,20,0,9.51,clear sky
1185,1185,Rancho Palos Verdes,US,2022-02-01 21:01:21,33.7445,-118.387,66.45,69,75,1.99,broken clouds
1193,1193,Charagua,BO,2022-02-01 21:02:24,-19.8,-63.2167,70.5,87,95,4.07,overcast clouds
1196,1196,Umm Kaddadah,SD,2022-02-01 21:02:25,13.6017,26.6876,59.41,21,58,10.85,broken clouds
1201,1201,Ojinaga,MX,2022-02-01 21:02:27,29.5667,-104.4167,72.57,23,0,6.91,clear sky
1204,1204,Mandurah,AU,2022-02-01 21:02:28,-32.55,115.7,65.21,61,36,21.56,scattered clouds
1205,1205,Encruzilhada,BR,2022-02-01 21:02:29,-15.5314,-40.9094,73.45,85,96,1.61,overcast clouds
1211,1211,Mae Ramat,TH,2022-02-01 21:02:31,16.984,98.5166,56.89,63,80,1.05,broken clouds
1212,1212,Lithgow,AU,2022-02-01 21:02:31,-33.4833,150.15,64.47,95,100,2.06,moderate rain
1213,1213,Mumbwa,ZM,2022-02-01 21:02:32,-14.9783,27.0619,64.33,96,91,1.97,light rain
1214,1214,Goundam,ML,2022-02-01 21:02:32,16.4145,-3.6708,71.51,7,69,10.18,broken clouds
1215,1215,Batticaloa,LK,2022-02-01 21:01:24,7.7102,81.6924,74.57,71,0,2.91,clear sky
1216,1216,Amapa,BR,2022-02-01 21:01:08,1.0,-52.0,75.65,96,100,3.38,heavy intensity rain
1217,1217,Najran,SA,2022-02-01 21:00:51,17.4924,44.1277,64.87,37,3,3.2,clear sky
1218,1218,Gafanha Da Encarnacao,PT,2022-02-01 21:02:33,40.6181,-8.733,58.05,58,0,7.63,clear sky
1221,1221,Tubmanburg,LR,2022-02-01 21:02:34,6.8708,-10.8172,74.35,90,100,2.75,overcast clouds
1222,1222,Curup,ID,2022-02-01 21:02:35,-3.4667,102.5333,64.87,95,100,3.0,overcast clouds
1223,1223,Ban Nahin,LA,2022-02-01 21:02:35,18.2418,104.2122,60.94,88,99,4.29,overcast clouds
1225,1225,Imbituba,BR,2022-02-01 21:00:54,-28.24,-48.6703,74.86,87,57,8.88,broken clouds
1226,1226,Praia Da Vitoria,PT,2022-02-01 21:02:36,38.7333,-27.0667,58.75,84,73,13.49,broken clouds
1228,1228,Udaipur,IN,2022-02-01 21:02:37,24.5712,73.6918,60.15,50,0,3.27,clear sky
1230,1230,Murray Bridge,AU,2022-02-01 21:02:38,-35.1167,139.2667,60.69,56,2,10.0,clear sky
1237,1237,Filingue,NE,2022-02-01 21:03:41,14.3521,3.3168,67.6,10,30,10.07,scattered clouds
1238,1238,Adre,TD,2022-02-01 21:03:41,13.4667,22.2,64.53,21,5,3.87,clear sky
1243,1243,Colesberg,ZA,2022-02-01 21:03:43,-30.72,25.0972,65.12,84,100,4.9,light rain
1245,1245,Areka,ET,2022-02-01 21:01:49,7.0667,37.7,63.46,39,69,7.83,broken clouds
1246,1246,Camacupa,AO,2022-02-01 21:03:44,-12.0167,17.4833,67.82,69,96,4.34,overcast clouds
1252,1252,Sydney,AU,2022-02-01 21:03:25,-33.8679,151.2073,72.32,94,75,4.0,moderate rain
1256,1256,Bardiyah,LY,2022-02-01 21:03:48,31.7561,25.0865,56.75,52,100,21.43,overcast clouds
1260,1260,Antofagasta,CL,2022-02-01 20:59:47,-23.65,-70.4,70.88,67,1,8.88,clear sky
1264,1264,Thoen,TH,2022-02-01 21:03:50,17.6129,99.2161,64.56,39,52,2.28,broken clouds
1266,1266,Khanewal,PK,2022-02-01 21:03:51,30.3,71.9333,57.02,30,0,6.85,clear sky
1269,1269,Jibuti,DJ,2022-02-01 21:03:52,11.5,42.5,72.82,72,72,10.96,broken clouds
1270,1270,Isla Vista,US,2022-02-01 21:03:52,34.4133,-119.861,68.9,66,40,6.91,haze
1272,1272,Doka,SD,2022-02-01 21:03:53,13.5167,35.7667,73.69,42,0,8.55,clear sky
1274,1274,Yanam,IN,2022-02-01 21:03:54,16.7333,82.2167,63.97,91,4,2.55,heavy intensity rain
1275,1275,Yola,NG,2022-02-01 21:03:55,9.2,12.4833,73.31,15,19,1.83,few clouds
1276,1276,Bure,ET,2022-02-01 21:03:55,10.7,37.0667,61.77,43,57,4.65,broken clouds
1285,1285,Nkhata Bay,MW,2022-02-01 21:04:59,-11.6066,34.2907,73.99,83,58,4.38,light rain
1288,1288,Pekan,MY,2022-02-01 21:05:00,3.4836,103.3996,75.51,89,73,6.35,broken clouds
1289,1289,Methoni,GR,2022-02-01 21:05:01,36.8197,21.7049,55.22,77,100,21.09,overcast clouds
1291,1291,Madang,PG,2022-02-01 21:05:01,-5.2246,145.7966,74.8,94,100,6.51,overcast clouds
1293,1293,Tecpan,GT,2022-02-01 21:00:59,14.7623,-90.9947,61.61,64,62,6.8,broken clouds
1294,1294,Sayyan,YE,2022-02-01 21:05:03,15.1718,44.3244,55.99,36,41,5.01,scattered clouds
1297,1297,Kampene,CD,2022-02-01 21:05:04,-3.6,26.6667,69.82,88,100,1.41,overcast clouds
1308,1308,Pangkalanbuun,ID,2022-02-01 21:05:08,-2.6833,111.6167,73.89,97,75,1.36,heavy intensity rain
1310,1310,Chor,PK,2022-02-01 21:05:09,25.5167,69.7667,68.94,34,0,6.31,clear sky
1312,1312,Gamboula,CF,2022-02-01 21:05:10,4.1178,15.1393,74.17,27,79,0.96,broken clouds
1319,1319,Presidente Olegario,BR,2022-02-01 21:05:12,-18.4178,-46.4181,72.19,87,98,2.8,overcast clouds
1325,1325,Santa Rosa,PH,2022-02-01 21:05:55,14.3122,121.1114,75.85,76,35,9.19,scattered clouds
1331,1331,Murupara,NZ,2022-02-01 21:06:17,-38.4667,176.7,70.56,94,100,5.55,overcast clouds
